FM_IPS_ME@K,FM_IPS_DCG@K,FM_IPS_CatalogCoverage@K,FM_Naive_ME@K,FM_Naive_DCG@K,FM_Naive_CatalogCoverage@K,MF_IPS_ME@K,MF_IPS_DCG@K,MF_IPS_CatalogCoverage@K,MF_Naive_ME@K,MF_Naive_DCG@K,MF_Naive_CatalogCoverage@K,Random_ME@K,Random_DCG@K,Random_CatalogCoverage@K
0.3034980466239642,0.5166548547129696,0.16260895701833483,0.7188047712686054,0.5060240963855421,0.16831980763450555,0.1067396987429277,0.5662650602409639,0.11151187255785994,0.8644531498861386,0.554925584691708,0.07514277126540427,0.2697510545797269,0.4209780297661233,0.34715960324616774
0.2800255391968788,1.3835309793282522,0.3237150586113616,0.5491492027852082,1.359468213933902,0.35978358881875566,0.124886480183755,1.4243326498051179,0.21520889690411782,0.7946289652815323,1.3667671958995786,0.1499849714457469,0.2705021415798434,1.0972704143211622,0.7129546137661557
0.2850298941870121,1.8472485356390207,0.4412383528704539,0.47211681529027966,1.8113936746501607,0.4950405770964833,0.15198042645133833,1.897266617236115,0.3026750826570484,0.7028316115621372,1.8050483064774099,0.22031860535016531,0.27530802636312035,1.4959063167208524,0.8809738503155996
0.27167107220873316,2.2284123965911,0.5272016831980764,0.4081646245925146,2.1472194662436146,0.60595130748422,0.19610414157415765,2.2649502026651978,0.38503155996393146,0.5996787481034213,2.128205334258846,0.28914938382927563,0.26391882004288425,1.8007673409800167,0.9489029155395251
0.27910909210470725,2.5565007201129255,0.6026450255485423,0.3758486798564791,2.462918126576128,0.6943192064923355,0.2290650196810915,2.576430179814558,0.4526600541027953,0.4506204895342752,2.412826117194798,0.35617673579801623,0.25790894813752235,2.063713974666027,0.97956116621581
